title,author,pages,genre,description,published_date,publisher,language,average_rating,ratings_count,thumbnail
Knowledge Management for School Education,Eric C. K. Cheng,89,Education,"​This book introduces the application of knowledge management (KM) theories, practices, and tools in school organization for sustainable development. Schools in Asia Pacific have long faced a variety of challenges in terms of sustainable development under the education reforms and curriculum reforms to meet the demands of a knowledge society. Schools are inevitably expected to develop human capital for the knowledge society within the competitive global economy, and to interact with its policy e...",2014-10-15,Springer,en,No rating,0,http://books.google.com/books/content?id=4e3SBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Annual Report,Unknown Author,668,Universities and colleges,No description available,1919,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=XMQgAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Rapid Survey of the Massachusetts Educational System,Charles Augustus Harris,108,Education,No description available,1910,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=oUm_5bNj990C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Federal Program Evaluations,Unknown Author,972,Unknown Genre,"Contains an inventory of evaluation reports produced by and for selected Federal agencies, including GAO evaluation reports that relate to the programs of those agencies.",1982,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=CvIJ05YOuhsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Great Art of Government,Peter Josephson,392,Philosophy,"Moving beyond previous scholarship, he gives us a Locke as much concerned with the effective functioning of government as with the roots of its moral legitimacy.""--BOOK JACKET.",2002,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=3gqDAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Career Opportunities in Education and Related Services, Second Edition",Susan Echaore-McDavid,321,Business & Economics,"Presents opportunities for employment in the field of education listing over ninety job descriptions, salary range, education and training requirements, and more.",2010-04-21,Infobase Publishing,en,5,1,http://books.google.com/books/content?id=hgjptZQYEWMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Catalogue ...,West Virginia University,1096,Unknown Genre,No description available,1916,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=Adg4AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Report of the Comptroller-General of the State of Georgia for the Year Ending ...,Georgia. Comptroller General's Office,248,Finance,1883/84-1896/97 include also Report of the Insurance Department.,1902,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=ZVxOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Americana,"Frederick Converse Beach, George Edwin Rines",824,Encyclopedias and dictionaries,No description available,1912,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=idhPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Researching Higher Education in Asia,"Jisun Jung, Hugo Horta, Akiyoshi Yonezawa",361,Education,"This book discusses higher education research as a field of study in Asia. It traces the evolution of research in the field of higher education in several Asian countries, and shares ideas about the evolving higher education research communities in Asia. It also identifies common and dissimilar challenges across national communities, providing researchers and policymakers essential new insights into the relevance of a greater regional articulation of national higher education research communitie...",2017-09-05,Springer,en,No rating,0,http://books.google.com/books/content?id=F4Q0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
General Information and Announcements,University of Oklahoma,494,Unknown Genre,No description available,1919,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=ubDOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Education Code,California Code Commission,1376,Educational law and legislation,No description available,1961,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=ieZquAySWt8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Teaching for Learning,"Claire Howell Major, Michael S. Harris, Todd D. Zakrajsek",357,Education,"Despite a growing body of research on teaching methods, instructors lack a comprehensive resource that highlights and synthesizes proven approaches. Teaching for Learning fills that gap. Each of the one hundred and one entries: describes an approach and lists its essential features and elements demonstrates how that approach has been used in education, including specific examples from different disciplines reviews findings from the research literature describes techniques to improve effectivenes...",2015-08-27,Routledge,en,No rating,0,http://books.google.com/books/content?id=KMJzCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Taxonomy of Instructional Programs in Higher Education,"Robert A. Huff, Marjorie Olsen Chandler",44,Classification of sciences,"Classification of the higher education facilities of the USA, with particular reference to academic subjects and technical education courses (incl. In the fields of science and engineering).",1970,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=N6w0n8msC4UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A History of the Donaldson Family and Its Connections,Warren A. Donaldson,558,Unknown Genre,No description available,1878,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=jC5KAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
National Education,Unknown Author,508,Education,No description available,1957,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=jBTQI6zq9IwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Journal of the National Education Association,National Education Association of the United States,904,Education,No description available,1923,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=AWonAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Parliamentary Debates,Unknown Author,1042,Unknown Genre,No description available,1890,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=q2nJlhPVmrwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Athenaeum and Literary Chronicle,"James Silk Buckingham, John Sterling, Frederick Denison Maurice, Henry Stebbing, Charles Wentworth Dilke, Thomas Kibble Hervey, William Hepworth Dixon, Norman Maccoll, Vernon Horace Rendall, John Middleton Murry",538,Unknown Genre,No description available,1918,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=GVU-u9S4NfMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Education Policy,Jerome G. Delaney,116,Education,"What exactly is education policy, why is it important, and how is it implemented in the real world? Jerome Delaney, a professor of educational administration and former high school principal, answers the big questions about education policy in this powerful and practical primer for students. Informed by his experience in the public school system, Delaney takes a pragmatic and realistic approach that divides a complicated subject into manageable sub-topics. He grounds the debate at the classroom ...",2017-12-18,Brush Education,en,No rating,0,http://books.google.com/books/content?id=OIM6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Journal of Health, Physical Education, Recreation",Unknown Author,690,Health,No description available,1957,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=6eEnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Sind University Journal of Education,University of Sind. Institute of Education and Research,118,Education,No description available,2008,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=AlnIqIqDl2cC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Statistics of Education,Great Britain. Department of Education and Science,124,Education,No description available,1968,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=tJW4sdZAJKAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Encyclopædia Britannica: Demijohn-Edward,Unknown Author,1038,Encyclopedias and dictionaries,No description available,1910,Unknown Publisher,en,No rating,0,http://books.google.com/books/content?id=qr6dVroPBeoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
